target,feature,permutation_importance_mean,permutation_importance_std,sample_rows,repeats,group
extreme_abs_151_h3,NO2 (ug/m3),0.0020785422984761492,0.00019145771283038719,15000,5,current_pollutant
extreme_abs_151_h3,industry_NO2,0.0020743814461336553,0.00027552319297124045,15000,5,interaction
extreme_abs_151_h3,PM25_roll_max_3,0.0020641133501940966,0.0004823053982954123,15000,5,rolling
extreme_abs_151_h3,PM10_roll_max_3,0.00200682113503754,0.00025003091791973766,15000,5,rolling
extreme_abs_151_h3,Benzene (ug/m3),0.0018253252017291777,0.00034521264505668424,15000,5,current_pollutant
extreme_abs_151_h3,low_wind_PM25,0.0018232645781265156,0.0003140114374548069,15000,5,interaction
extreme_abs_151_h3,AQI_lag_1,0.0016997779627195176,0.00033631211649020286,15000,5,lag
extreme_abs_151_h3,PM25_lag_3,0.0016766417665467382,0.00044342000347348835,15000,5,lag
extreme_abs_151_h3,Industry_Growth_%,0.0014404452319130457,0.0003699321629667334,15000,5,current_socio_environmental
extreme_abs_151_h3,Humidity (%),0.001357196706932906,0.00037795796508493764,15000,5,current_meteorology
extreme_abs_151_h3,AQI_roll_std_6,0.0013423704394529556,0.00016100718187000507,15000,5,rolling
extreme_abs_151_h3,AQI_lag_12,0.0013395682629030014,0.0003377317320973665,15000,5,lag
extreme_abs_151_h3,PM10_lag_1,0.001289366133477543,0.0002491467507910571,15000,5,lag
extreme_abs_151_h3,O3_lag_1,0.0011484584578201895,0.00040214797189050134,15000,5,lag
extreme_abs_151_h3,Xylene (ug/m3),0.000978957675567904,0.00020951896233731057,15000,5,current_pollutant
extreme_abs_151_h3,Wind_Speed_lag_1,0.0009608347806682848,0.0002198334825282591,15000,5,lag
extreme_abs_151_h3,PM25_PM10_ratio,0.0008722243423891606,0.00014311278623850484,15000,5,interaction
extreme_abs_151_h3,O3 (ug/m3),0.0008437689318656183,0.00011848723213315399,15000,5,current_pollutant
extreme_abs_151_h3,AQI_lag_3,0.0007442181315951534,0.00026823062877782066,15000,5,lag
extreme_abs_151_h3,Wind_Speed (km/h),0.0006716604354048749,0.00012634475476064696,15000,5,current_meteorology
extreme_abs_151_h3,PM10_lag_2,0.0006689255235579506,0.0004920710708425731,15000,5,lag
extreme_abs_151_h3,PM25_lag_1,0.000625863382145786,0.0001268118455264097,15000,5,lag
extreme_abs_151_h3,SO2_lag_1,0.0005144980495048523,0.0003018683112630144,15000,5,lag
extreme_abs_151_h3,NOx (ppb),0.00046993609347356635,0.00015522237881792129,15000,5,current_pollutant
extreme_abs_151_h3,NO2_lag_1,0.0004198696429157156,0.00015590761972169304,15000,5,lag
extreme_abs_151_h3,AQI_trend_3,0.00038379915113249117,8.304253811672191e-05,15000,5,rolling
extreme_abs_151_h3,CO_lag_1,0.0002762896786172586,0.0001496894269538746,15000,5,lag
extreme_abs_151_h3,AQI_delta_1,0.00026157559941710764,7.143064001300283e-05,15000,5,rolling
extreme_abs_151_h3,PM10_roll_std_3,0.00016843941217132842,7.979829924568933e-05,15000,5,rolling
extreme_abs_151_h3,PM25_lag_2,9.73532983311598e-05,0.00021382208593495602,15000,5,lag
extreme_abs_151_h3,AQI_roll_std_3,7.277986975899875e-05,9.080021178914327e-05,15000,5,rolling
extreme_abs_151_h3,AQI_roll_max_3,3.0319297987846382e-05,0.0005355769189619671,15000,5,rolling
extreme_abs_151_h3,year,0.0,0.0,15000,5,calendar
extreme_abs_151_h3,time_index_months,0.0,0.0,15000,5,calendar
extreme_abs_151_h3,PM25_roll_std_3,-0.00012297280230475494,5.488613584607724e-05,15000,5,rolling
extreme_abs_151_h3,AQI_lag_2,-0.0005687255415877113,0.00012128027195583543,15000,5,lag
